word	translation	key
2*2	4
3*2	6
4*2	8
5*2	10
6*2	12
7*2	14
8*2	16
9*2	18
10*2	20
11*2	22
12*2	24
13*2	26
14*2	28
15*2	30
16*2	32
17*2	34
18*2	36
19*2	38
20*2	40
2*3	6
3*3	9
4*3	12
5*3	15
6*3	18
7*3	21
8*3	24
9*3	27
10*3	30
11*3	33
12*3	36
13*3	39
14*3	42
15*3	45
16*3	48
17*3	51
18*3	54
19*3	57
20*3	60
2*4	8
3*4	12
4*4	16
5*4	20
6*4	24
7*4	28
8*4	32
9*4	36
10*4	40
11*4	44
12*4	48
13*4	52
14*4	56
15*4	60
16*4	64
17*4	68
18*4	72
19*4	76
20*4	80
2*5	10
3*5	15
4*5	20
5*5	25
6*5	30
7*5	35
8*5	40
9*5	45
10*5	50
11*5	55
12*5	60
13*5	65
14*5	70
15*5	75
16*5	80
17*5	85
18*5	90
19*5	95
20*5	100
2*6	12
3*6	18
4*6	24
5*6	30
6*6	36
7*6	42
8*6	48
9*6	54
10*6	60
11*6	66
12*6	72
13*6	78
14*6	84
15*6	90
16*6	96
17*6	102
18*6	108
19*6	114
20*6	120
2*7	14
3*7	21
4*7	28
5*7	35
6*7	42
7*7	49
8*7	56
9*7	63
10*7	70
11*7	77
12*7	84
13*7	91
14*7	98
15*7	105
16*7	112
17*7	119
18*7	126
19*7	133
20*7	140
2*8	16
3*8	24
4*8	32
5*8	40
6*8	48
7*8	56
8*8	64
9*8	72
10*8	80
11*8	88
12*8	96
13*8	104
14*8	112
15*8	120
16*8	128
17*8	136
18*8	144
19*8	152
20*8	160
2*9	18
3*9	27
4*9	36
5*9	45
6*9	54
7*9	63
8*9	72
9*9	81
10*9	90
11*9	99
12*9	108
13*9	117
14*9	126
15*9	135
16*9	144
17*9	153
18*9	162
19*9	171
20*9	180
2*10	20
3*10	30
4*10	40
5*10	50
6*10	60
7*10	70
8*10	80
9*10	90
10*10	100
11*10	110
12*10	120
13*10	130
14*10	140
15*10	150
16*10	160
17*10	170
18*10	180
19*10	190
20*10	200
2*11	22
3*11	33
4*11	44
5*11	55
6*11	66
7*11	77
8*11	88
9*11	99
10*11	110
11*11	121
12*11	132
13*11	143
14*11	154
15*11	165
16*11	176
17*11	187
18*11	198
19*11	209
20*11	220
2*12	24
3*12	36
4*12	48
5*12	60
6*12	72
7*12	84
8*12	96
9*12	108
10*12	120
11*12	132
12*12	144
13*12	156
14*12	168
15*12	180
16*12	192
17*12	204
18*12	216
19*12	228
20*12	240
4:2	2
6:2	3
8:2	4
10:2	5
12:2	6
14:2	7
16:2	8
18:2	9
20:2	10
22:2	11
24:2	12
26:2	13
28:2	14
30:2	15
32:2	16
34:2	17
36:2	18
38:2	19
40:2	20
6:3	2
9:3	3
12:3	4
15:3	5
18:3	6
21:3	7
24:3	8
27:3	9
30:3	10
33:3	11
36:3	12
39:3	13
42:3	14
45:3	15
48:3	16
51:3	17
54:3	18
57:3	19
60:3	20
8:4	2
12:4	3
16:4	4
20:4	5
24:4	6
28:4	7
32:4	8
36:4	9
40:4	10
44:4	11
48:4	12
52:4	13
56:4	14
60:4	15
64:4	16
68:4	17
72:4	18
76:4	19
80:4	20
10:5	2
15:5	3
20:5	4
25:5	5
30:5	6
35:5	7
40:5	8
45:5	9
50:5	10
55:5	11
60:5	12
65:5	13
70:5	14
75:5	15
80:5	16
85:5	17
90:5	18
95:5	19
100:5	20
12:6	2
18:6	3
24:6	4
30:6	5
36:6	6
42:6	7
48:6	8
54:6	9
60:6	10
66:6	11
72:6	12
78:6	13
84:6	14
90:6	15
96:6	16
102:6	17
108:6	18
114:6	19
120:6	20
14:7	2
21:7	3
28:7	4
35:7	5
42:7	6
49:7	7
56:7	8
63:7	9
70:7	10
77:7	11
84:7	12
91:7	13
98:7	14
105:7	15
112:7	16
119:7	17
126:7	18
133:7	19
140:7	20
16:8	2
24:8	3
32:8	4
40:8	5
48:8	6
56:8	7
64:8	8
72:8	9
80:8	10
88:8	11
96:8	12
104:8	13
112:8	14
120:8	15
128:8	16
136:8	17
144:8	18
152:8	19
160:8	20
18:9	2
27:9	3
36:9	4
45:9	5
54:9	6
63:9	7
72:9	8
81:9	9
90:9	10
99:9	11
108:9	12
117:9	13
126:9	14
135:9	15
144:9	16
153:9	17
162:9	18
171:9	19
180:9	20
20:10	2
30:10	3
40:10	4
50:10	5
60:10	6
70:10	7
80:10	8
90:10	9
100:10	10
110:10	11
120:10	12
130:10	13
140:10	14
150:10	15
160:10	16
170:10	17
180:10	18
190:10	19
200:10	20
22:11	2
33:11	3
44:11	4
55:11	5
66:11	6
77:11	7
88:11	8
99:11	9
110:11	10
121:11	11
132:11	12
143:11	13
154:11	14
165:11	15
176:11	16
187:11	17
198:11	18
209:11	19
220:11	20
24:12	2
36:12	3
48:12	4
60:12	5
72:12	6
84:12	7
96:12	8
108:12	9
120:12	10
132:12	11
144:12	12
156:12	13
168:12	14
180:12	15
192:12	16
204:12	17
216:12	18
228:12	19
240:12	20
